Type (House/Senate),State,Affiliation,Name,District,Platform,Handle,Unique ID,Date added
House,Michigan,Democrat,Elissa Slotkin,7,YouTube,,https://www.youtube.com/channel/UCpZaVXq7xHeiFQTPBqFC4gQ,10/16/2022
House,Michigan,Republican,Tom Barrett,7,YouTube,,https://www.youtube.com/channel/UCzxzfvPoWw5-lgqpT9l0LbQ,10/16/2022
House,Michigan,Democrat,Elissa Slotkin,7,YouTube,,https://www.youtube.com/channel/UCavPE_osOr5wM3QYUzfs95A,10/16/2022
House,Michigan,Republican,Tom Barrett,7,YouTube,,https://www.youtube.com/channel/UCVqE-CVzyzqVYyVrmwQCUUQ,10/16/2022
House,Michigan,Republican,Paul Junge,8,Facebook,pauljungeforcongress,,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,Facebook,Kildee,,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,Facebook,RepDanKildee,,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,Instagram,repdankildee,,10/16/2022
House,Michigan,Republican,Paul Junge,8,Twitter,VotePaulJunge,1194792199004868608,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,Twitter,dankildee,18674498,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,Twitter,RepDanKildee,1045110018,10/16/2022
House,Michigan,Republican,Paul Junge,8,YouTube,,https://www.youtube.com/channel/UCfyaYSC4OaYJ7VCTOoBAoCg,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,YouTube,,https://www.youtube.com/channel/UC3J-oXutrj4thYMJ_BRgayQ,10/16/2022
House,Michigan,Democrat,Dan Kildee,8,YouTube,,https://www.youtube.com/RepDanKildee,10/16/2022
House,Michigan,Democrat,Brian Steven Jaye,9,Facebook,brianjayeforcongressMI09nominee,,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Facebook,lisamcclainforcongress,,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Facebook,RepLisaMcClain,,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Instagram,lisamcclainforcongress,,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Instagram,replisamcclain,,10/16/2022
House,Michigan,Democrat,Brian Steven Jaye,9,Twitter,JayeForMI,1247605656024166400,10/16/2022
House,Michigan,Libertarian,Jacob Kelts,9,Twitter,KeltsVonDoom,1096586126,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Twitter,LisaForCongress,1187551973173796864,10/16/2022
House,Michigan,Republican,Lisa McClain,9,Twitter,RepLisaMcClain,1344032292432437248,10/16/2022
House,Michigan,Republican,Lisa McClain,9,YouTube,,https://www.youtube.com/channel/UCrOJ7LjNfrs72-w7lVdJYBA,10/16/2022
House,Michigan,Republican,Lisa McClain,9,YouTube,,https://www.youtube.com/c/RepLisaMcClain,10/16/2022
House,Michigan,Democrat,Carl Marlinga,10,Facebook,marlingaforcongress,,10/16/2022
House,Michigan,Republican,John James,10,Facebook,JohnJamesMI,,10/16/2022
House,Michigan,Democrat,Carl Marlinga,10,Instagram,marlingaforcongress,,10/16/2022
House,Michigan,Republican,John James,10,Instagram,johnjamesmi,,10/16/2022
House,Michigan,Democrat,Carl Marlinga,10,Twitter,MarlingaForMI10,1498317252688592896,10/16/2022
House,Michigan,Republican,John James,10,Twitter,JohnJamesMI,861246117689925632,10/16/2022
House,Michigan,Republican,John James,10,YouTube,,https://www.youtube.com/c/JohnJamesMI,10/16/2022
House,Michigan,Republican,Mark Ambrose,11,Facebook,VoteMarkAmbrose,,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Facebook,HaleyStevensForCongress,,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Facebook,RepHaleyStevens,,10/16/2022
House,Michigan,Republican,Mark Ambrose,11,Instagram,VoteMarkAmbrose,,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Instagram,haleybooyah,,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Instagram,rephaleystevens,,10/16/2022
House,Michigan,Republican,Mark Ambrose,11,Twitter,VoteMarkAmbrose,1519298660160442368,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Twitter,HaleyLive,391445643,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,Twitter,RepHaleyStevens,1076161611033968640,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,YouTube,,https://www.youtube.com/channel/UC8m5KMBA8Ja7nwrSaVXhJ_w,10/16/2022
House,Michigan,Democrat,Haley Stevens,11,YouTube,,https://www.youtube.com/c/RepHaleyStevens,10/16/2022
House,Michigan,Republican,Steven Elliott,12,Facebook,StevenElliottMI,,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Facebook,RashidaForCongress,,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Facebook,RepRashida,,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Instagram,rashidatlaib,,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Instagram,reprashida,,10/16/2022
House,Michigan,Republican,Steven Elliott,12,Instagram,StevenElliottMI,,10/16/2022
House,Michigan,Republican,Steven Elliott,12,Twitter,StevenElliottMI,1495670657534865408,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Twitter,RashidaTlaib,435331179,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,Twitter,RepRashida,1079769536730140672,10/16/2022
House,Michigan,Republican,Steven Elliott,12,YouTube,,https://www.youtube.com/channel/UC8bcMHz5NHb6_5jJnOTcrKg,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,YouTube,,https://www.youtube.com/channel/UC_j00fK5KmSuRDmS3OPHOtg,10/16/2022
House,Michigan,Democrat,Rashida Tlaib,12,YouTube,,https://www.youtube.com/channel/UCl5GK07sD5TZIhKcsDNSExA,10/16/2022
House,Michigan,Republican,Martell Bivings,13,Facebook,bivingsforcongress,,10/16/2022
House,Michigan,Democrat,Lorrie Rutledge,13,Facebook,lorrierutledgeforcongress,,10/16/2022
House,Michigan,Independent,Anthony Carbonaro,13,Facebook,carbonaro4congress,,10/16/2022
House,Michigan,Democrat,Shri Thanedar,13,Facebook,ShriForMI,,10/16/2022
House,Michigan,Democrat,Shri Thanedar,13,Facebook,StateRepShriThanedar,,10/16/2022
House,Michigan,Republican,Martell Bivings,13,Instagram,bivings4congress,,10/16/2022
House,Michigan,Democrat,Lorrie Rutledge,13,Instagram,lorrieforcongress,,10/16/2022
House,Michigan,Independent,Anthony Carbonaro,13,Instagram,amcarbonaro,,10/16/2022
House,Michigan,Democrat,Shri Thanedar,13,Instagram,shrithanedar,,10/16/2022
House,Michigan,Republican,Martell Bivings,13,Twitter,BivingsCongress,1522390257215447040,10/16/2022
House,Michigan,Democrat,Lorrie Rutledge,13,Twitter,LorrieforMI13,1494703503046057984,10/16/2022
House,Michigan,Independent,Anthony Carbonaro,13,Twitter,AMCarbonaro,56675519,10/16/2022
House,Michigan,Democrat,Shri Thanedar,13,Twitter,shrithanedar,2965326656,10/16/2022
House,Michigan,U.S. Taxpayers Party,Christopher Dardzinski,13,YouTube,,https://www.youtube.com/channel/UCJns7qMutEQ-I3Hx9P8Jnqg,10/16/2022
House,Michigan,Democrat,Lorrie Rutledge,13,YouTube,,https://www.youtube.com/channel/UCQyPQ1e_PDdflYRFb9I31og,10/16/2022
House,Michigan,Independent,Anthony Carbonaro,13,YouTube,,https://www.youtube.com/c/AnthonyCarbonaro1,10/16/2022
Senate,North Carolina,Democratic,Cheri Beasley,,YouTube,,https://www.youtube.com/channel/UCBdYq6YV2Mz0-XUF5EjYPTg,10/12/2022
Senate,North Carolina,Democratic,Cheri Beasley,,Facebook,CheriBeasleyNC,,10/12/2022
Senate,North Carolina,Democratic,Cheri Beasley,,Twitter,CheriBeasleyNC,2149128326,10/12/2022
Senate,North Carolina,Democratic,Cheri Beasley,,Instagram,cheribeasleync,,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Facebook,RepTedBudd,,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Twitter,RepTedBudd,817138492614524928,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Instagram,reptedbudd,,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,YouTube,,https://www.youtube.com/channel/UCMXx2hJZYOMXHTyvQPDJV0Q,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Facebook,tedbuddforsenate,,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Twitter,TedBuddNC,720353279176081408,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,Instagram,ted.budd,,10/12/2022
Senate,North Carolina,Republican,Ted Budd,,YouTube,,https://www.youtube.com/channel/UCxnlLO7AXjsxZJdC0P4r2Mg,10/12/2022
Senate,North Carolina,Libertarian,Shannon Bray,,Facebook,ShannonBrayNC,,10/12/2022
Senate,North Carolina,Libertarian,Shannon Bray,,Twitter,ShannonBrayNC,1090016912669581312,10/12/2022
Senate,North Carolina,Libertarian,Shannon Bray,,Instagram,shannonbraync,,10/12/2022
Senate,North Carolina,Independent,Michelle Lewis,,Facebook,MichelleLewis4Senate,,10/12/2022
Senate,North Carolina,Independent,Michelle Lewis,,Twitter,MichelleELewis,95138440,10/12/2022
House,North Carolina,Democratic,Donald Davis,1,Twitter,dondavis34,nan,10/12/2022
House,North Carolina,Democratic,Donald Davis,1,Facebook,DonDavisNC,,10/12/2022
House,North Carolina,Democratic,Donald Davis,1,Twitter,DonDavisNC,226330560,10/12/2022
House,North Carolina,Democratic,Donald Davis,1,Instagram,dondavisnc,,10/12/2022
House,North Carolina,Democratic,Donald Davis,1,YouTube,,https://www.youtube.com/channel/UCGzqDoj1nL8Qu1EW5NmoRuQ,10/12/2022
House,North Carolina,Republican,Sandy Smith,1,Facebook,sandysmithnc,,10/12/2022
House,North Carolina,Republican,Sandy Smith,1,Twitter,SandySmithNC,1100153767708819456,10/12/2022
House,North Carolina,Republican,Sandy Smith,1,Instagram,SandySmithNC,,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Facebook,RepDeborahRoss,,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Twitter,RepDeborahRoss,1348683154815655936,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Instagram,repdeborahross,,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,YouTube,,https://www.youtube.com/channel/UCuOczdddb-Nu64v9qZiz54A,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Facebook,RossForNorthCarolina,,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Twitter,DeborahRossNC,3806081652,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,Instagram,deborahrossnc,,10/12/2022
House,North Carolina,Democratic,Deborah Ross,2,YouTube,,https://www.youtube.com/channel/UCmOf8-HIjfZOYmwclIgnl-Q,10/12/2022
House,North Carolina,Republican,Christine Villaverde,2,Facebook,VoteVillaverde,,10/12/2022
House,North Carolina,Republican,Christine Villaverde,2,Twitter,Villaverde4NC,1417182701346504704,10/12/2022
House,North Carolina,Republican,Christine Villaverde,2,Instagram,votevillaverde,,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,Facebook,RepGregMurphy,,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,Twitter,RepGregMurphy,1173978070535024640,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,YouTube,,https://www.youtube.com/channel/UCxtUE8bDXDTghP2uDEXpwgQ,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,Facebook,murphy4congress,,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,Twitter,GregMurphyMD,1100072194632237056,10/12/2022
House,North Carolina,Republican,Gregory Murphy,3,YouTube,,https://www.youtube.com/channel/UC_cT1VpChZqy3ENJFTY8MHA,10/12/2022
House,North Carolina,Democratic,Barbara Gaskins,3,Facebook,barbaragaskins4nc,,10/12/2022
House,North Carolina,Democratic,Barbara Gaskins,3,Twitter,barbara4NC,1417895107915702272,10/12/2022
House,North Carolina,Democratic,Barbara Gaskins,3,Instagram,barbaragaskins4nc,,10/12/2022
House,North Carolina,Democratic,Valerie Foushee,4,Twitter,ValFoushee,983298182,10/12/2022
House,North Carolina,Democratic,Valerie Foushee,4,Facebook,FousheeforNC,,10/12/2022
House,North Carolina,Democratic,Valerie Foushee,4,Twitter,FousheeforNC,822521744661458944,10/12/2022
House,North Carolina,Democratic,Valerie Foushee,4,Instagram,fousheefornc,,10/12/2022
House,North Carolina,Republican,Courtney Geels,4,Facebook,CourtneyGeelsForCongress,,10/12/2022
House,North Carolina,Republican,Courtney Geels,4,Twitter,courtneygeels,1449091346166341632,10/12/2022
House,North Carolina,Republican,Courtney Geels,4,Instagram,courtneygeels,,10/12/2022
House,North Carolina,Republican,Courtney Geels,4,YouTube,,https://www.youtube.com/channel/UCar77GPKNbAy0BTU2kQ6NjA,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Facebook,RepVirginiaFoxx,,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Twitter,virginiafoxx,16256269,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Instagram,repvirginiafoxx,,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,YouTube,,https://www.youtube.com/user/RepVirginiaFoxx,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Facebook,virginiafoxx,,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Twitter,foxxforcongress,61608485,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,Instagram,foxxforcongress,,10/12/2022
House,North Carolina,Republican,Virginia Foxx,5,YouTube,,https://www.youtube.com/channel/UC_3maKVeH18ayp0wC3j0uDA,10/12/2022
House,North Carolina,Republican,Kyle Parrish,5,Facebook,KPforCongress,,10/12/2022
House,North Carolina,Republican,Kyle Parrish,5,Twitter,KP4NC,1475838281405321216,10/12/2022
House,North Carolina,Republican,Kyle Parrish,5,Instagram,kp4nc,,10/12/2022
House,North Carolina,Republican,Kyle Parrish,5,YouTube,,https://www.youtube.com/channel/UCxfbo87k_d9SZ8qBbRYt4IQ,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Facebook,RepKathyManning,,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Twitter,RepKManning,1337115670161608704,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Instagram,RepKathyManning,,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,YouTube,,https://www.youtube.com/channel/UClIRFkqQFR0_YHDbOzTG6VQ,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Facebook,KathyManningNC,,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Twitter,KathyManningNC,936626346553413632,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,Instagram,kathymanningnc,,10/12/2022
House,North Carolina,Democratic,Kathy Manning,6,YouTube,,https://www.youtube.com/channel/UCNRtoVYFW4Jb8YopMw2GBZQ,10/12/2022
House,North Carolina,Republican,Christian Castelli,6,Facebook,CastelliforCongress2022-102393992239549,,10/12/2022
House,North Carolina,Republican,Christian Castelli,6,Twitter,Castelli4NC,1450250240414654464,10/12/2022
House,North Carolina,Republican,Christian Castelli,6,Instagram,castelli4nc,,10/12/2022
House,North Carolina,Libertarian,Thomas Watercott,6,Facebook,Thomas-Watercott-libertarian-candidate-for-NC-6th-Congressional-district,,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Facebook,RepRouzer,,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Twitter,RepDavidRouzer,834069080,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Instagram,repdavidrouzer,,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,YouTube,,https://www.youtube.com/channel/UCBvOxpqoGi1HlHjX9v_gHZw,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Facebook,electdavidrouzer,,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Twitter,DavidRouzer,127941167,10/12/2022
House,North Carolina,Republican,Daivd Rouzer,7,Instagram,davidrouzer,,10/12/2022
House,North Carolina,Democratic,Charles Graham,7,Twitter,CharlesGrahamNC,1294053839440695296,10/12/2022
House,North Carolina,Democratic,Charles Graham,7,Instagram,repcharlesgraham,,10/12/2022
House,North Carolina,Democratic,Charles Graham,7,Facebook,RepCharlesGraham,,10/12/2022
House,North Carolina,Democratic,Charles Graham,7,YouTube,,https://www.youtube.com/channel/UCCpXcp1fkr2YnO6lOh6AJHg,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,Facebook,repdanbishop,,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,Twitter,RepDanBishop,1176522535531360256,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,Instagram,repdanbishop,,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,YouTube,,https://www.youtube.com/channel/UCJhya4oOvU8d5SPadsEcBlQ,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,Facebook,danbishopnc,,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,Twitter,jdanbishop,1912799826,10/12/2022
House,North Carolina,Republican,Dan Bishop,8,YouTube,,https://www.youtube.com/channel/UC232T_AFZLsD5OFed5NdUcA,10/12/2022
House,North Carolina,Democratic,Scott Huffman,8,Facebook,HuffmanForNC,,10/12/2022
House,North Carolina,Democratic,Scott Huffman,8,Twitter,HuffmanForNC,941754604118831104,10/12/2022
House,North Carolina,Republican,Richard Hudson,9,YouTube,,https://www.youtube.com/user/reprichhudson,10/12/2022
House,North Carolina,Republican,Richard Hudson,9,Facebook,rephudson,,10/12/2022
House,North Carolina,Republican,Richard Hudson,9,Twitter,RepRichHudson,935033864,10/12/2022
House,North Carolina,Republican,Richard Hudson,9,Instagram,rephudson,,10/12/2022
House,North Carolina,Republican,Richard Hudson,9,YouTube,,https://www.youtube.com/channel/UCOtpo3DYtYPkpnJLiEYFshg,10/12/2022
House,North Carolina,Democratic,Ben Clark,9,Facebook,BenClark4NC,,10/12/2022
House,North Carolina,Democratic,Ben Clark,9,Twitter,SenatorClark,723019278,10/12/2022
House,North Carolina,Democratic,Ben Clark,9,Facebook,BenClark4NC,,10/12/2022
House,North Carolina,Democratic,Ben Clark,9,Twitter,BenClarkNC,1337037725141258240,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,Facebook,CongressmanMcHenry,,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,Twitter,PatrickMcHenry,27676828,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,Instagram,reppatrickmchenry,,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,YouTube,,https://www.youtube.com/user/CongressmanMcHenry,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,Facebook,ReElectMcHenry,,10/12/2022
House,North Carolina,Republican,Patrick McHenry,10,Twitter,McHenryCampaign,481437062,10/12/2022
House,North Carolina,Democratic,Pam Genant,10,Facebook,pamgenant,,10/12/2022
House,North Carolina,Democratic,Pam Genant,10,Twitter,PamGenant,1468857990287708160,10/12/2022
House,North Carolina,Democratic,Pam Genant,10,Instagram,pamgenant,,10/12/2022
House,North Carolina,Independent,Diana Jimison,10,Facebook,profile.php?id=100079577490969,,10/12/2022
House,North Carolina,Independent,Diana Jimison,10,Instagram,dianarn4congress,,10/12/2022
House,North Carolina,Democratic,Jasmine Beach-Ferrara,11,Facebook,beachferrara,,10/12/2022
House,North Carolina,Democratic,Jasmine Beach-Ferrara,11,Twitter,JBeachFerrara,953899742,10/12/2022
House,North Carolina,Democratic,Jasmine Beach-Ferrara,11,Instagram,jasmineforcongress,,10/12/2022
House,North Carolina,Democratic,Jasmine Beach-Ferrara,11,YouTube,,https://www.youtube.com/channel/UC48Hn5wrdF-6L9l8ECVSeKA,10/12/2022
House,North Carolina,Republican,Chuck Edwards,11,Facebook,chuckedwardsnc,,10/12/2022
House,North Carolina,Republican,Chuck Edwards,11,Facebook,chuckedwardsforcongress,,10/12/2022
House,North Carolina,Libertarian,David Coatney,11,Facebook,CoatneyForCongress,,10/12/2022
House,North Carolina,Libertarian,David Coatney,11,Twitter,TheRealCoatney,1416039054454444032,10/12/2022
House,North Carolina,Libertarian,David Coatney,11,YouTube,,https://www.youtube.com/channel/UCttJ3lVx2UWcI6JC4QVaeSA,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,Facebook,CongresswomanAdams,,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,Twitter,RepAdams,2916086925,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,Instagram,repadams,,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,YouTube,,https://www.youtube.com/channel/UCPI9ao1Cr1nxEUD2r-usRjQ,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,Facebook,AlmaAdamsforCongress,,10/12/2022
House,North Carolina,Democratic,Alma Adams,12,Twitter,AlmaforCongress,1609364557,10/12/2022
House,North Carolina,Republican,Tyler Lee,12,Facebook,iamtylerlee,,10/12/2022
House,North Carolina,Republican,Tyler Lee,12,Twitter,votetylerlee,1390864309018841088,10/12/2022
House,North Carolina,Republican,Tyler Lee,12,Instagram,iamtylerlee,,10/12/2022
House,North Carolina,Republican,Tyler Lee,12,YouTube,,https://www.youtube.com/channel/UCmS7ApqCy0nAyY7-I8fagHQ,10/12/2022
House,North Carolina,Democratic,Wiley Nickel,13,Facebook,WileyNickelNC,,10/12/2022
House,North Carolina,Democratic,Wiley Nickel,13,Twitter,wileynickel,33795371,10/12/2022
House,North Carolina,Democratic,Wiley Nickel,13,Instagram,wileynickelnc,,10/12/2022
House,North Carolina,Democratic,Wiley Nickel,13,YouTube,,https://www.youtube.com/channel/UCsE6u4zC8Tf3Rr6-b2AO26A,10/12/2022
House,North Carolina,Republican,Bo Hines,13,Facebook,bo4nc,,10/12/2022
House,North Carolina,Republican,Bo Hines,13,Twitter,BoHines,523276626,10/12/2022
House,North Carolina,Republican,Bo Hines,13,Instagram,bohinesnc,,10/12/2022
House,North Carolina,Democratic,Jeff Jackson,14,Facebook,JeffJacksonNC,,10/12/2022
House,North Carolina,Democratic,Jeff Jackson,14,Twitter,JeffJacksonNC,124820305,10/12/2022
House,North Carolina,Democratic,Jeff Jackson,14,Instagram,jeffjacksonnc,,10/12/2022
House,North Carolina,Republican,Pat Harrigan,14,Facebook,PatHarriganNC,,10/12/2022
House,North Carolina,Republican,Pat Harrigan,14,Twitter,PatHarriganNC,1483859414742405120,10/12/2022
House,North Carolina,Republican,Pat Harrigan,14,Instagram,Patharrigannc,,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,Facebook,SenatorJohnHoeven,,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,Twitter,SenJohnHoeven,382791093,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,Instagram,senjohnhoeven,,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,YouTube,,https://www.youtube.com/user/SenatorJohnHoevenND,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,Facebook,HoevenForSenate,,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,Twitter,hoeven4senate,106733567,10/12/2022
Senate,North Dakota,Republican,John Hoeven,,YouTube,,https://www.youtube.com/channel/UCimrSA2lUz98M8cO3dDr7hw,10/12/2022
Senate,North Dakota,Democratic,Katina Christiansen,,Facebook,katrinaussenate,,10/12/2022
Senate,North Dakota,Democratic,Katina Christiansen,,Twitter,katrina_senate,1484237278339899392,10/12/2022
Senate,North Dakota,Democratic,Katina Christiansen,,Instagram,katrinaforussenate,,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,Facebook,RepArmstrongND,,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,Twitter,RepArmstrongND,1080515866255593472,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,Instagram,reparmstrongnd/,,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,YouTube,,https://www.youtube.com/channel/UClBpZFDXVlzJY-AcG8fXRxw,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,Facebook,ArmstrongND,,10/12/2022
House,North Dakota,Republican,Kelly Armstrong,At-Large District,Twitter,Armstrong_ND,964996994623311872,10/12/2022
House,North Dakota,Independent,Cara Mund,At-Large District,Facebook,CaraMund,,10/12/2022
House,North Dakota,Independent,Cara Mund,At-Large District,Twitter,caramund,939125177421631488,10/12/2022
House,North Dakota,Independent,Cara Mund,At-Large District,Instagram,realcaramund,,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Facebook,Congressman-Tim-Ryan-121560497865/,,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Twitter,RepTimRyan,13491312,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Instagram,reptimryan,,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,YouTube,,https://www.youtube.com/user/TimRyanVision,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Facebook,timryanoh,,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Twitter,TimRyan,466532637,10/12/2022
Senate,Ohio,Democratic,Tim Ryan,,Instagram,timryanoh,,10/12/2022
Senate,Ohio,Republican,J.D. Vance,,Facebook,JD-Vance-104487265233222,,10/12/2022
Senate,Ohio,Republican,J.D. Vance,,Twitter,JDVance1,1542228578,10/12/2022
Senate,Ohio,Republican,J.D. Vance,,YouTube,,https://www.youtube.com/channel/UCluFPcbaS6JIh-JW7uaVG4A,10/12/2022
Senate,Ohio,Independent,Stephen Faris,,Twitter,Stephen_Faris,719573336381067264,10/12/2022
Senate,Ohio,Independent,Shane Hoffman,,Facebook,ShaneHoffmanUSA,,10/12/2022
Senate,Ohio,Independent,Shane Hoffman,,Twitter,ShaneHoffmanUSA,14397803,10/12/2022
Senate,Ohio,Independent,LaShondra Tinsley,,Facebook,lashondra.tinsley.U.S.Senate.2022/,,10/12/2022
Senate,Ohio,Independent,LaShondra Tinsley,,Twitter,LaShondraTinsl1,1363879644504686592,10/12/2022
Senate,Ohio,Independent,LaShondra Tinsley,,Instagram,lashondra.tinsley,,10/12/2022
Senate,Ohio,Independent,LaShondra Tinsley,,YouTube,,https://www.youtube.com/channel/UCUyxzhAn5ZnEQJmKhu_alpw,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Facebook,RepSteveChabot,,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Twitter,repstevechabot,237750442,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Instagram,repstevechabot,,10/12/2022
House,Ohio,Republican,Steve Chabot,1,YouTube,,https://www.youtube.com/congressmanstevechabot,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Facebook,ChabotForCongress,,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Twitter,SteveChabot,23775782,10/12/2022
House,Ohio,Republican,Steve Chabot,1,Instagram,chabotforcongress,,10/12/2022
House,Ohio,Republican,Steve Chabot,1,YouTube,,https://www.youtube.com/user/ChabotforCongress,10/12/2022
House,Ohio,Democratic,Greg Landsman,1,Twitter,GregLandsman,825062498458034176,10/12/2022
House,Ohio,Democratic,Greg Landsman,1,Instagram,GregLandsman,,10/12/2022
House,Ohio,Democratic,Greg Landsman,1,Facebook,VoteGregLandsman,,10/12/2022
House,Ohio,Democratic,Greg Landsman,1,Twitter,votelandsman,106162639,10/12/2022
House,Ohio,Democratic,Greg Landsman,1,Instagram,votegreglandsman,,10/12/2022
House,Ohio,Republican,Brad Wenstrup,2,Facebook,RepBradWenstrup,,10/12/2022
House,Ohio,Republican,Brad Wenstrup,2,Twitter,RepBradWenstrup,518644221,10/12/2022
House,Ohio,Republican,Brad Wenstrup,2,Instagram,repbradwenstrup,,10/12/2022
House,Ohio,Republican,Brad Wenstrup,2,YouTube,,https://www.youtube.com/repbradwenstrup,10/12/2022
House,Ohio,Republican,Brad Wenstrup,2,Facebook,USABrad,,10/12/2022
