Type (House/Senate),State,Affiliation,Name,District,Platform,Handle,Unique ID,Date added
Senate,Georgia,Republican,Herschel Walker,,Facebook,TeamHerschel,,9/28/2022
Senate,Georgia,Republican,Herschel Walker,,Instagram,teamherschel2022,,9/28/2022
Senate,Georgia,Republican,Herschel Walker,,YouTube,,https://www.youtube.com/channel/UCRA3XGgTqmk0CEOdyh8XqrQ,9/28/2022
Senate,Georgia,Libertarian,Chase Oliver,,Twitter,ChaseForLiberty,1289262812108337152,9/28/2022
Senate,Georgia,Libertarian,Chase Oliver,,Facebook,chasethelibertarian,,9/28/2022
Senate,Georgia,Libertarian,Chase Oliver,,Instagram,chaseforgeorgia,,9/28/2022
House,Georgia,Democrat,Val Almonord,3,Twitter,valforcongress3,1248605771170013184,9/28/2022
House,Georgia,Democrat,Val Almonord,3,Instagram,almonordforcongress,,9/28/2022
House,Georgia,Democrat,Val Almonord,3,Facebook,Almonordforcongress,,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,Twitter,RepDrewFerguson,806583915012046848,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,Twitter,DrewFergusonGA,694984534249594880,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,Facebook,RepDrewFerguson,,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,Facebook,drewfergusonforcongress,,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,Instagram,repdrewferguson,,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,YouTube,,https://www.youtube.com/c/RepDrewFerguson,9/28/2022
House,Georgia,Republican,Drew Ferguson,3,YouTube,,https://www.youtube.com/channel/UCSujsOvJ-S3lR03vEoSx9FA,9/28/2022
House,Georgia,Democrat,David Scott,13,Twitter,repdavidscott,168673083,9/29/2022
House,Georgia,Democrat,David Scott,13,Twitter,Electdavidscott,170341758,9/29/2022
House,Georgia,Democrat,David Scott,13,Facebook,RepDavidScott,,9/29/2022
House,Georgia,Democrat,David Scott,13,Facebook,ElectDavidScott,,9/29/2022
House,Georgia,Democrat,David Scott,13,Instagram,RepDavidScott,,9/29/2022
House,Georgia,Democrat,David Scott,13,Instagram,electdavidscott,,9/29/2022
House,Georgia,Democrat,David Scott,13,YouTube,,https://www.youtube.com/user/RepDavidScott,9/29/2022
House,Georgia,Democrat,David Scott,13,YouTube,,https://www.youtube.com/channel/UCerUU3Lcg9y0xZEw11WOF_Q,9/29/2022
House,Georgia,Republican,Caesar Gonzales,13,Twitter,Mechracer74,111966874,9/29/2022
House,Georgia,Republican,Caesar Gonzales,13,Facebook,CaesarforCongress,,9/29/2022
House,Georgia,Democrat,Sanford Bishop,2,Twitter,SanfordBishop,249410485,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,Twitter,Bishop4Congress,1486542944987496448,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,Facebook,sanfordbishop,,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,Facebook,sanfordbishopforcongress,,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,Instagram,repsanfordbishop,,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,YouTube,,https://www.youtube.com/user/RepSanfordBishop,9/30/2022
House,Georgia,Democrat,Sanford Bishop,2,YouTube,,https://www.youtube.com/channel/UCHYx66lOAwTjufJ5fQ5Bucw,9/30/2022
House,Georgia,Republican,Chris West,2,Twitter,ChrisWestGA,1468242644774043648,9/30/2022
House,Georgia,Republican,Chris West,2,Facebook,ChrisWestGA2,,9/30/2022
House,Georgia,Republican,Chris West,2,YouTube,,https://www.youtube.com/channel/UCE31S56YVQM2u_RJgdIksHQ,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Twitter,RepLucyMcBath,1082380458976051200,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Twitter,lucymcbath,947956236804337664,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Facebook,replucymcbath,,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Facebook,electlucymcbath,,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Instagram,replucymcbath,,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,Instagram,lucymcbath,,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,YouTube,,https://www.youtube.com/c/replucymcbath,10/3/2022
House,Georgia,Democrat,Lucy McBath,7,YouTube,,https://www.youtube.com/channel/UC603TMQXN_QwpgAxi6JRxsA,10/3/2022
House,Georgia,Republican,Mark Gonsalves,7,Twitter,MarkCongressGA7,1128753232048685056,10/3/2022
House,Georgia,Republican,Mark Gonsalves,7,Facebook,MarkForGeorgia,,10/3/2022
House,Georgia,Republican,Mark Gonsalves,7,YouTube,,https://www.youtube.com/channel/UCTMEGC_EA6iZNvhYBWZZ3Uw,10/3/2022
House,Georgia,Republican,Mark Gonsalves,7,Instagram,markforgeorgia,,10/3/2022
House,Georgia,Democrat,Darrius Butler,8,Twitter,revdbutler,912322366235119616,10/3/2022
House,Georgia,Democrat,Darrius Butler,8,Facebook,ButlerforGeorgia,,10/3/2022
House,Georgia,Democrat,Darrius Butler,8,Instagram,darriusmbutler,,10/3/2022
House,Georgia,Republican,Austin Scott,8,Twitter,AustinScottGA08,234797704,10/3/2022
House,Georgia,Republican,Austin Scott,8,Twitter,AustinScott4GA,31191969,10/3/2022
House,Georgia,Republican,Austin Scott,8,Facebook,RepAustinScott,,10/3/2022
House,Georgia,Republican,Austin Scott,8,Facebook,scottforgeorgia,,10/3/2022
House,Georgia,Republican,Austin Scott,8,YouTube,,https://www.youtube.com/user/RepAustinScott,10/3/2022
House,Georgia,Democrat,Bob Christian,6,Twitter,ChristianForGA6,1505540741984047104,10/3/2022
House,Georgia,Democrat,Bob Christian,6,Facebook,christianforga6,,10/3/2022
House,Georgia,Democrat,Bob Christian,6,Instagram,christianforga6,,10/3/2022
House,Georgia,Democrat,Bob Christian,6,YouTube,,https://www.youtube.com/channel/UC1ApJ0d52N4Tf-Q2_hW0kkg,10/3/2022
House,Georgia,Republican,Rich McCormick,6,Twitter,RichforGA,1136709465082945536,10/3/2022
House,Georgia,Republican,Rich McCormick,6,Facebook,RichforGA,,10/3/2022
House,Georgia,Republican,Rich McCormick,6,Instagram,rich4ga,,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,Twitter,RepMTG,1344356576786866176,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,Facebook,RepMTGreene,,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,Facebook,MarjorieTaylorGreene,,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,Instagram,repmtg,,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,Instagram,realmarjoriegreene,,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,YouTube,,https://www.youtube.com/c/RepMTG,10/3/2022
House,Georgia,Republican,Marjorie Tayler Greene,6,YouTube,,https://www.youtube.com/channel/UCYfpODnmxKs0aE5-Jx--wIg,10/3/2022
House,Georgia,Democrat,Marcus Flowers,6,Twitter,Marcus4Georgia,1267866658586136576,10/3/2022
House,Georgia,Democrat,Marcus Flowers,6,Facebook,marcusforgeorgia,,10/3/2022
House,Georgia,Democrat,Marcus Flowers,6,Instagram,marcus4georgia,,10/3/2022
House,Georgia,Democrat,Marcus Flowers,6,YouTube,,https://www.youtube.com/channel/UC0ZZmBkaRQIJCpa1WD1ONjA,10/3/2022
House,Georgia,Democrat,Antonio Daza,11,Twitter,VoteDaza2022,1380979189105430528,10/3/2022
House,Georgia,Democrat,Antonio Daza,11,Facebook,votedaza,,10/3/2022
House,Georgia,Democrat,Antonio Daza,11,Instagram,VoteDaza2022,,10/3/2022
House,Georgia,Democrat,Antonio Daza,11,YouTube,,https://www.youtube.com/channel/UCR2PfrMIZTJrX854xcDQKyg,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Twitter,reploudermilk,2914163523,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Twitter,standwithbarry,586191770,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Facebook,RepLoudermilk,,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Facebook,StandwithBarry,,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Instagram,RepLoudermilk,,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,Instagram,standwithbarry,,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,YouTube,,https://www.youtube.com/channel/UC2Kfw8fjca8k3w3KpzL5tNg,10/3/2022
House,Georgia,Republican,Barry Loudermilk,11,YouTube,,https://www.youtube.com/channel/UCa-QqFt4BlPve2fJM36KfSQ,10/3/2022
House,Georgia,Democrat,Michael Ford,9,Twitter,Mike4Georgia,521230880873848832,10/3/2022
House,Georgia,Democrat,Michael Ford,9,Facebook,mikefordforgeorgia,,10/3/2022
House,Georgia,Democrat,Michael Ford,9,Instagram,mike4georgia,,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,Twitter,Rep_Clyde,1357017361568694272,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,Facebook,RepresentativeClyde,,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,Facebook,Clyde4Congress,,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,Instagram,repclyde,,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,YouTube,,https://www.youtube.com/channel/UC-o-UOnLuu8pZxZpShG4s7A,10/3/2022
House,Georgia,Republican,Andrew Clyde,9,YouTube,,https://www.youtube.com/channel/UCarWYTFhMxv8VEDz2UQ4XCg,10/3/2022
House,Georgia,Democrat,Tabitha Johnson-Green,10,Facebook,johnsongreenforcongress,,10/3/2022
House,Georgia,Democrat,Tabitha Johnson-Green,10,Instagram,tabithajohnsongreen,,10/3/2022
House,Georgia,Republican,Mike Collins,10,Twitter,MikeCollinsGA,1421384162,10/3/2022
House,Georgia,Republican,Mike Collins,10,Facebook,MikeCollinsGA10,,10/3/2022
House,Georgia,Republican,Mike Collins,10,Instagram,mikecollinsga,,10/3/2022
House,Georgia,Republican,Mike Collins,10,YouTube,,https://www.youtube.com/channel/UCjh6vFfsb53dVOGIQxBcdBA,10/3/2022
House,Georgia,Republican,Earl Carter,1,Twitter,RepBuddyCarter,2973870195,10/3/2022
House,Georgia,Republican,Earl Carter,1,Twitter,Buddy_Carter,295712099,10/3/2022
House,Georgia,Republican,Earl Carter,1,Facebook,CongressmanBuddyCarter,,10/3/2022
House,Georgia,Republican,Earl Carter,1,Facebook,BuddyCarterforCongress,,10/3/2022
House,Georgia,Republican,Earl Carter,1,Instagram,repbuddycarter,,10/3/2022
House,Georgia,Republican,Earl Carter,1,YouTube,,https://www.youtube.com/channel/UCHQm49T6ikD_ioMAt50AwKQ,10/3/2022
House,Georgia,Republican,Earl Carter,1,YouTube,,https://www.youtube.com/channel/UCiAdwxMErNy6X19V2uTgUMw,10/3/2022
House,Georgia,Democrat,Wade Herring,1,Facebook,wadeherringga1,,10/3/2022
House,Georgia,Democrat,Wade Herring,1,Instagram,wadeherringforcongress,,10/3/2022
House,Georgia,Democrat,Wade Herring,1,YouTube,,https://www.youtube.com/channel/UCvdiW4WlDMpJVqMrEjst_4Q,10/3/2022
House,Georgia,Democrat,Liz Johnson,12,Twitter,lizjohnsonforus,1237937510124322816,10/3/2022
House,Georgia,Democrat,Liz Johnson,12,Facebook,lizjohnsonforus,,10/3/2022
House,Georgia,Democrat,Liz Johnson,12,Instagram,lizjohnsonforus,,10/3/2022
House,Georgia,Republican,Rick Allen,12,Twitter,RepRickAllen,2964287128,10/3/2022
House,Georgia,Republican,Rick Allen,12,Twitter,rickallen,385111151,10/3/2022
House,Georgia,Republican,Rick Allen,12,Facebook,CongressmanRickAllen,,10/3/2022
House,Georgia,Republican,Rick Allen,12,Facebook,RickAllenGA,,10/3/2022
House,Georgia,Republican,Rick Allen,12,Instagram,Rep_RickAllen,,10/3/2022
House,Georgia,Republican,Rick Allen,12,YouTube,,https://www.youtube.com/channel/UCZPoYXHFDAV17BGLMzGAmpg,10/3/2022
House,Georgia,Republican,Rick Allen,12,YouTube,,https://www.youtube.com/user/RickAllenGA,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Twitter,RepNikema,1345461797361504256,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Twitter,NikemaWilliams,36424664,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Facebook,RepNikemaWilliams,,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Facebook,NikemaforCongress,,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Instagram,repnikema,,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,Instagram,NikemaWilliams,,10/3/2022
House,Georgia,Democrat,Nikema Williams,5,YouTube,,https://www.youtube.com/channel/UCr8Xj6jB9_q2LiuvI5BuwJQ,10/3/2022
House,Georgia,Republican,Christian Zimm,5,Twitter,ChristianZimm_,1285392915846619136,10/3/2022
House,Georgia,Republican,Christian Zimm,5,Facebook,ChristianZimmGA,,10/3/2022
House,Georgia,Republican,Christian Zimm,5,Instagram,christian_zimm,,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Twitter,SenBrianSchatz,1262099252,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Twitter,SchatzforHawaii,1284467173,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Facebook,SenBrianSchatz,,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Facebook,BrianSchatz,,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Instagram,senbrianschatz,,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,Instagram,BrianSchatz,,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,YouTube,,https://www.youtube.com/senbrianschatz,10/3/2022
Senate,Hawaii,Democrat,Brian Schatz,,YouTube,,https://www.youtube.com/channel/UCqy3X-eY2yNorf1mxcFLXQg,10/3/2022
Senate,Hawaii,Republican,Bob McDermott,,Twitter,repbobmcdermott,20799998,10/3/2022
Senate,Hawaii,Republican,Bob McDermott,,Facebook,repbobmcdermott,,10/3/2022
Senate,Hawaii,Republican,Bob McDermott,,Facebook,VoteMcDermott,,10/3/2022
Senate,Hawaii,Libertarian,Feena Bonoan,,Facebook,feenabonoan,,10/3/2022
Senate,Hawaii,Libertarian,Feena Bonoan,,YouTube,,https://www.youtube.com/channel/UCcABcGitVZHD_qZh-JRbazQ,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Twitter,RepEdCase,1081350574589833216,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Twitter,EdCaseHawaii,21737536,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Facebook,RepEdCase,,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Facebook,VoteEdCase,,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Instagram,repedcase,,10/3/2022
House,Hawaii,Democrat,Ed Case,1,Instagram,edcasehawaii,,10/3/2022
House,Hawaii,Democrat,Ed Case,1,YouTube,,https://www.youtube.com/c/RepEdCase,10/3/2022
House,Hawaii,Republican,Conrad Kress,1,Twitter,conradkressHI01,1505264549062086656,10/3/2022
House,Hawaii,Democrat,Jill Tokuda,2,Twitter,tokudaforhawaii,1445657911368192000,10/3/2022
House,Hawaii,Democrat,Jill Tokuda,2,Facebook,TokudaForHawaii,,10/3/2022
House,Hawaii,Democrat,Jill Tokuda,2,Instagram,tokudaforhawaii,,10/3/2022
House,Hawaii,Republican,Joseph Akana,2,Twitter,Joe_Akana,1271014376556777472,10/3/2022
House,Hawaii,Republican,Joseph Akana,2,YouTube,,https://www.youtube.com/channel/UCV_gPoQzcJtNJWiWfKftoxQ,10/3/2022
House,Hawaii,Republican,Joseph Akana,2,Instagram,joeakana,,10/3/2022
House,Hawaii,Republican,Joseph Akana,2,Facebook,joeakanaforcongress,,10/3/2022
Senate,Idaho,Democrat,David Roth,,Twitter,rothforidaho,1237818738344210432,10/3/2022
Senate,Idaho,Democrat,David Roth,,YouTube,,https://www.youtube.com/channel/UCGtVeVvxhPHV3bcz5SplUng,10/3/2022
Senate,Idaho,Democrat,David Roth,,Facebook,rothforIdaho,,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,Twitter,mikecrapo,600463589,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,Twitter,crapoforsenate,413160266,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,Facebook,mikecrapo,,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,Facebook,crapoforsenate,,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,Instagram,mikecrapo,,10/3/2022
Senate,Idaho,Republican,Mike Crapo,,YouTube,,https://www.youtube.com/user/senatorcrapo,10/3/2022
Senate,Idaho,Independent,Scott Cleveland,,Instagram,clevelandforsenate,,10/3/2022
Senate,Idaho,Independent,Scott Cleveland,,YouTube,,https://www.youtube.com/channel/UCvjS_nnw5tv2lyFjlu8LNgQ,10/3/2022
House,Idaho,Republican,Michael Simpson,2,Twitter,CongMikeSimpson,76132891,10/3/2022
House,Idaho,Republican,Michael Simpson,2,Twitter,MikeSimpson4ID,314223728,10/3/2022
House,Idaho,Republican,Michael Simpson,2,Facebook,RepMikeSimpson,,10/3/2022
House,Idaho,Republican,Michael Simpson,2,Facebook,profile.php?id=100058222833135,,10/3/2022
House,Idaho,Republican,Michael Simpson,2,YouTube,,https://www.youtube.com/user/CongMikeSimpson,10/3/2022
House,Idaho,Republican,Michael Simpson,2,YouTube,,https://www.youtube.com/channel/UCxkYHwrSWGrgEK4gWe-nslA,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Twitter,RepRussFulcher,1078741899572240384,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Twitter,RussFulcher,172944579,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Facebook,RepRussFulcher,,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Facebook,fulcherforidaho,,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,YouTube,,https://www.youtube.com/channel/UCx2AS0O5frzPB8D6TqJ3Mqg,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,YouTube,,https://www.youtube.com/channel/UCnLLpKTTkFpmWg5lzk-NOjA,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Instagram,RepRussFulcher,,10/3/2022
House,Idaho,Republican,Russ Fulcher,1,Instagram,russfulcher,,10/3/2022
House,Idaho,Libertarian,Darian Drake,1,Twitter,DarianDrake,118926486,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Twitter,SenDuckworth,1058520120,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Twitter,TammyDuckworth,328679423,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Facebook,SenDuckworth,,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Facebook,TammyForIllinois,,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,YouTube,,https://www.youtube.com/SenDuckworth,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,YouTube,,https://www.youtube.com/c/TammyDuckworthforIllinois,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Instagram,SenDuckworth,,10/3/2022
Senate,Illinois,Democrat,Tammy Duckworth,,Instagram,tammyforil,,10/3/2022
Senate,Illinois,Republican,Kathy Salvi,,Twitter,salviforsenate,1499140561168744448,10/3/2022
Senate,Illinois,Republican,Kathy Salvi,,Facebook,salviforsenate,,10/3/2022
Senate,Illinois,Republican,Kathy Salvi,,Instagram,salviforsenate,,10/3/2022
Senate,Illinois,Libertarian,Bill Redpath,,Twitter,BillRedpath,160378670,10/3/2022
Senate,Illinois,Libertarian,Bill Redpath,,Facebook,BillRedpathForSenate,,10/3/2022
Senate,Illinois,Libertarian,Bill Redpath,,YouTube,,https://www.youtube.com/channel/UCW78KzhX1N4rUjAF4smxuUg,10/3/2022
House,Illinois,Democrat,Delia Ramirez,,Twitter,repdeliaramirez,1074354529787895808,10/3/2022
House,Illinois,Democrat,Delia Ramirez,3,Twitter,Delia4Congress,1456017303435362304,10/3/2022
House,Illinois,Democrat,Delia Ramirez,3,Facebook,repdeliaramirez,,10/3/2022
House,Illinois,Democrat,Delia Ramirez,3,Facebook,Delia4Congress,,10/3/2022
House,Illinois,Democrat,Delia Ramirez,3,Instagram,repdeliaramirez,,10/3/2022
House,Illinois,Democrat,Delia Ramirez,3,Instagram,Delia4Congress,,10/3/2022
House,Illinois,Republican,Justin Burau,3,Twitter,JustinBurau,348601984,10/3/2022
House,Illinois,Republican,Justin Burau,3,Facebook,JustinBurauForCongress,,10/3/2022
House,Illinois,Republican,Justin Burau,3,Instagram,justinburauforcongress,,10/3/2022
House,Illinois,Republican,Justin Burau,3,YouTube,,https://www.youtube.com/channel/UCt7_vL9RArwEYQMw2R5j99Q,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,Twitter,CongressmanRaja,814179031956488192,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,Twitter,RajaForCongress,62649021,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,Facebook,CongressmanRaja,,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,Facebook,rajaforcongress,,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,Instagram,congressmanraja,,10/3/2022
House,Illinois,Democrat,Raja Krishnamoorthi,8,YouTube,,https://www.youtube.com/c/CongressmanRaja,10/3/2022
House,Illinois,Republican,Chris Dargis,8,Facebook,VoteDargisforCongress,,10/3/2022
House,Illinois,Independent,Mohammed Faheem,8,Twitter,Faheem4Congress,1181782001252212736,10/3/2022
House,Illinois,Independent,Mohammed Faheem,8,Facebook,faheem2022,,10/3/2022
House,Illinois,Independent,Mohammed Faheem,8,Instagram,faheemforcongress,,10/3/2022
House,Illinois,Democrat,Jonathan Jackson,1,Twitter,CongressJackson,1511150244578439168,10/4/2022
House,Illinois,Democrat,Jonathan Jackson,1,Facebook,jonathanjacksonforcongress,,10/4/2022
House,Illinois,Democrat,Jonathan Jackson,1,Instagram,jonathanjacksonforcongress,,10/4/2022
House,Illinois,Republican,Eric Carlson,1,Twitter,EricCarlsonIL01,1482892295703871488,10/4/2022
House,Illinois,Republican,Eric Carlson,1,Facebook,profile.php?id=100077448908271,,10/4/2022
House,Illinois,Republican,Eric Carlson,1,YouTube,,https://www.youtube.com/channel/UCMFRv09WwWgRs_TnqEw2tDg,10/4/2022
House,Illinois,Democrat,Nikki Budzinski,13,Twitter,Nikki4Congress,321748989,10/4/2022
House,Illinois,Democrat,Nikki Budzinski,13,Facebook,NikkiforCongress,,10/4/2022
House,Illinois,Democrat,Nikki Budzinski,13,YouTube,,https://www.youtube.com/channel/UCO-9KQJRVP0ZxB0cjjgjY7Q,10/4/2022
House,Illinois,Democrat,Nikki Budzinski,13,Instagram,NikkiforCongress,,10/4/2022
House,Illinois,Republican,Regan Deering,13,Twitter,Regan4Congress,1485988014761381888,10/4/2022
House,Illinois,Republican,Regan Deering,13,Facebook,Regan4Congress,,10/4/2022
